,summonerId,champion,champion level,champion points
992,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,56,3,6302
993,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,48,3,6237
994,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,22,3,6150
995,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,6,3,6146
996,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,420,3,6015
997,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,59,2,5913
998,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,19,2,5589
999,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,83,2,5465
1000,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,36,2,5453
1001,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,875,2,5437
1002,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,20,2,5269
1003,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,53,2,5211
1004,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,16,2,5075
1005,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,254,2,4956
1006,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,25,2,4669
1007,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,143,2,4610
1008,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,106,2,4564
1009,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,516,2,4511
1010,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,150,2,4444
1011,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,72,2,4428
1012,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,141,2,4384
1013,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,111,2,4265
1014,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,54,2,4205
1015,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,61,2,4094
1016,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,17,2,4076
1017,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,21,2,4053
1018,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,40,2,3983
1019,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,2,2,3976
1020,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,113,2,3719
1021,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,44,2,3569
1022,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,74,2,3536
1023,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,86,2,3253
1024,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,350,2,3224
1025,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,1,2,2662
1026,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,37,2,2658
1027,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,102,2,2186
1028,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,89,2,2079
1029,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,523,2,2053
1030,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,9,2,2046
1031,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,267,2,1873
1032,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,90,1,1586
1033,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,60,1,1526
1034,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,115,1,1505
1035,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,201,1,1334
1036,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,32,1,1326
1037,25z0hWXY5gWYc7oy2aTkZClYQrVVBujaJU0b3NlLuHslqAc,887,1,620
1038,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,245,7,405959
1039,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,154,6,139669
1040,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,24,7,130365
1041,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,60,7,77411
1042,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,79,6,76068
1043,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,85,6,75440
1044,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,59,7,66017
1045,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,78,7,46135
1046,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,32,7,45012
1047,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,254,6,43027
1048,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,5,6,41389
1049,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,20,6,38292
1050,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,56,5,33498
1051,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,131,6,33370
1052,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,42,6,33276
1053,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,102,6,31332
1054,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,2,5,29533
1055,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,121,6,29464
1056,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,64,5,28892
1057,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,19,6,27977
1058,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,141,5,27758
1059,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,62,5,25836
1060,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,18,5,25737
1061,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,498,5,22339
1062,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,54,5,22068
1063,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,72,5,21948
1064,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,28,4,21201
1065,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,105,4,20971
1066,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,57,4,20870
1067,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,15,4,20479
1068,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,36,4,20400
1069,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,12,4,18523
1070,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,44,4,18407
1071,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,134,4,18174
1072,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,111,4,17323
1073,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,120,4,12872
1074,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,86,3,11360
1075,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,48,3,11262
1076,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,53,3,11032
1077,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,517,3,10929
1078,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,21,3,10304
1079,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,113,3,9834
1080,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,203,3,9746
1081,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,58,3,9740
1082,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,875,3,9676
1083,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,98,3,9536
1084,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,412,3,9484
1085,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,17,3,9459
1086,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,11,3,9033
1087,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,421,3,8424
1088,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,89,3,7971
1089,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,876,3,6527
1090,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,22,3,6410
1091,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,240,3,6405
1092,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,103,3,6371
1093,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,110,3,6320
1094,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,126,3,6305
1095,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,6,2,5754
1096,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,63,2,5733
1097,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,106,2,5460
1098,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,29,2,4566
1099,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,27,2,3507
1100,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,107,2,3470
1101,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,76,2,3286
1102,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,90,2,3276
1103,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,80,2,2929
1104,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,104,2,2598
1105,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,82,2,2216
1106,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,122,2,2075
1107,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,99,2,1969
1108,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,115,2,1954
1109,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,34,2,1823
1110,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,14,1,1647
1111,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,163,1,1635
1112,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,157,1,1563
1113,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,497,1,1544
1114,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,16,1,1464
1115,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,30,1,1459
1116,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,9,1,1376
1117,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,68,1,1354
1118,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,238,1,1274
1119,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,39,1,1239
1120,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,117,1,1233
1121,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,55,1,1155
1122,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,101,1,1150
1123,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,61,1,1131
1124,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,432,1,1105
1125,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,96,1,1080
1126,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,31,1,1058
1127,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,164,1,1006
1128,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,77,1,942
1129,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,38,1,831
1130,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,13,1,771
1131,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,23,1,721
1132,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,236,1,674
1133,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,133,1,673
1134,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,267,1,649
1135,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,75,1,647
1136,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,119,1,629
1137,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,83,1,578
1138,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,8,1,576
1139,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,516,1,502
1140,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,37,1,472
1141,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,81,1,467
1142,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,222,1,408
1143,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,1,1,402
1144,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,10,1,397
1145,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,45,1,309
1146,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,223,1,297
1147,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,67,1,287
1148,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,350,1,273
1149,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,429,1,259
1150,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,3,1,226
1151,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,84,1,187
1152,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,201,1,163
1153,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,268,1,158
1154,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,33,1,131
1155,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,202,1,115
1156,Gf07pxgjQbcfVpCIkFlhfr1LGyAX17cmvNVLCBGG7xpd56g,150,1,97
1157,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,412,7,463219
1158,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,12,7,274468
1159,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,201,7,231756
1160,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,432,7,228941
1161,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,497,7,222084
1162,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,43,7,156405
1163,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,40,7,149208
1164,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,223,7,117260
1165,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,143,7,94191
1166,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,18,7,93917
1167,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,81,7,88811
1168,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,44,7,83525
1169,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,236,7,83289
1170,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,25,7,80893
1171,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,555,7,77529
1172,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,79,7,76047
1173,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,42,7,72991
1174,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,111,7,69820
1175,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,117,7,66404
1176,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,89,7,57805
1177,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,3,6,52498
1178,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,202,7,51602
1179,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,267,6,44584
1180,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,235,7,44144
1181,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,29,7,41472
1182,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,13,7,40979
1183,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,90,6,40913
1184,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,98,6,40411
1185,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,99,6,39638
1186,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,51,7,39194
1187,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,67,7,38576
1188,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,126,7,36758
1189,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,268,7,35799
1190,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,64,6,35692
1191,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,41,7,34657
1192,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,92,7,34031
1193,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,16,6,33925
1194,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,429,6,33574
1195,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,15,7,33208
1196,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,21,6,32623
1197,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,78,6,30873
1198,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,145,6,29902
1199,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,96,6,29827
1200,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,39,6,29421
1201,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,112,6,28585
1202,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,53,6,27720
1203,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,157,6,26869
1204,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,110,5,25204
1205,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,104,5,24023
1206,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,875,5,23494
1207,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,38,5,22721
1208,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,80,5,22342
1209,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,114,5,22260
1210,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,134,5,22065
1211,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,60,5,21943
1212,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,26,4,21399
1213,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,4,4,21224
1214,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,119,4,21059
1215,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,48,4,20621
1216,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,1,4,19658
1217,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,7,4,19624
1218,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,22,4,19577
1219,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,45,4,18133
1220,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,164,4,17732
1221,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,350,4,17489
1222,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,142,4,17401
1223,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,103,4,17316
1224,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,85,4,17013
1225,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,84,4,16905
1226,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,238,4,16581
1227,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,61,4,16277
1228,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,245,4,15827
1229,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,222,4,15703
1230,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,8,4,15531
1231,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,105,4,15003
1232,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,9,4,14712
1233,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,37,4,14461
1234,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,516,4,14357
1235,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,68,4,14233
1236,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,69,4,13916
1237,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,24,4,13655
1238,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,498,4,13243
1239,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,163,4,13009
1240,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,76,3,12310
1241,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,523,3,12224
1242,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,2,3,12111
1243,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,526,3,11482
1244,pjDCkFTp4t-1Bj9Wfe5epGGoVuwIkvsXztLrrFER03n46YU,10,3,11260
